"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12051","should login with valid credentials","","Tue Sep 10 13:38:09 BRT 2024","passed","Tue Sep 10 13:38:21 BRT 2024","","My Login application","",""
